name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
orbit;Orbit;"1978";Atari;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;atari/orbit.cpp;"Mame 0.61";"2002-07-04";"Mame 0.254";"2023-04-27";2;3;2;2;1;RASTER;"0";HORIZONTAL;512;480;60.344828;"joystick (2-way)";"CRT 31kHz";"Motorola MC6800";"maincpu Motorola MC6800 @0.756 MHz";"Speaker,Discrete Sound";"lspeaker Speaker, rspeaker Speaker, discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;"Black & White";YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=UOGcDrb2Ad4";-;0;NO;NO;NO;NO;"Black & White";"50 to 60 (Not Good Enough)";-;-;YES;Orbit;
orbite;"Orbite (prototype)";"1979?";"Model Racing";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"midw8080/8080bw.cpp";"Mame 0.216";"2019-11-27";"Mame 0.254";"2023-04-27";1;1;0;0;1;RASTER;"270";VERTICAL;260;224;59.541985;"joystick (2-way)";"CRT 15kHz";"Intel 8080";"maincpu Intel 8080 @1.9968 MHz";-;-;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Gallery";Shooter;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Orbite;
orbitron;Orbitron;"1982";"Comsoft (Signatron USA license)";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/galaxian.cpp;"Mame 0.36b7";"1999-10-17";"Mame 0.254";"2023-04-27";2;1;2;1;1;RASTER;"270";VERTICAL;768;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz";"Speaker,Discrete Sound";"speaker Speaker, cust:discrete Discrete Sound";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Command";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=x2IuI0FtVSE";-;0;NO;NO;NO;NO;English;"30 to 40 (Amendable)";-;"29043;29031";NO;Orbitron;
orbs;"Orbs (10/7/94 prototype?)";"1994";"American Sammy";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;seta/seta.cpp;"Mame 0.122";"2007-12-18";"Mame 0.254";"2023-04-27";2;1;2;2;1;RASTER;"0";HORIZONTAL;304;240;60.000000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000";"maincpu Motorola MC68000 @7.15909 MHz";"Speaker,Seta X1-010";"lspeaker Speaker, rspeaker Speaker, x1snd Seta X1-010 @14.318181 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Puzzle / Sliding";Puzzle;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=xXsd4JETB0Q";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;Orbs;
ordyne;"Ordyne (World)";"1988";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"namco/namcos2.cpp";"Mame 0.36b8";"1999-10-30";"Mame 0.254";"2023-04-27";2;3;2;2;1;RASTER;"180";HORIZONTAL;288;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Motorola MC6809E,Hitachi HD63705";"maincpu Motorola MC68000 @12.288 MHz, slave Motorola MC68000 @12.288 MHz, audiocpu Motorola MC6809E @2.48 MHz, c65mcu:mcu Hitachi HD63705 @2.48 MHz";"Speaker,Namco C140,YM2151 OPM";"lspeaker Speaker, rspeaker Speaker, c140 Namco C140 @0.21333 MHz, ymsnd YM2151 OPM @3.579545 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Horizontal";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";https://archive.org/details/arcade_ordyne;"https://www.youtube.com/watch?v=gHAGDlo8fuE";-;0;NO;NO;NO;NO;English;"60 to 70 (Passable)";"1988";-;NO;Ordyne;
orlegend;"Oriental Legend / Xiyou Shi E Chuan (ver. 126)";"1997";IGS;YES;pgm;NO;-;-;YES;NO;NO;pgm;NO;YES;NO;YES;igs/pgm.cpp;"Mame 0.60";"2002-05-01";"Mame 0.254";"2023-04-27";4;4;4;1;1;RASTER;"0";HORIZONTAL;448;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @20 MHz, soundcpu Zilog Z80 @8.4672 MHz";"Speaker,ICS2115 WaveFront Synthesizer";"mono Speaker, ics ICS2115 WaveFront Synthesizer @33.8688 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Fighter / 2.5D";Fighter;"Oriental Legend";English;-;YES;YES;NO;YES;YES;NO;YES;NO;NO;NO;NO;NO;YES;"4P sim";-;"https://www.youtube.com/watch?v=gbmsPiJinWo";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Oriental Legend / Xiyou Shi E Chuan";
oldsplus;"Oriental Legend 2 (Korea) / Xiyou Shi E Chuan Qunmoluanwu (World, China, Japan, Hong Kong, Taiwan) (ver. 205) [Oriental Ex]";"2004";IGS;YES;pgm;NO;-;-;YES;NO;NO;pgm;NO;YES;NO;YES;igs/pgm.cpp;"Mame 0.130u3";"2009-04-09";"Mame 0.254";"2023-04-27";4;4;4;1;1;RASTER;"0";HORIZONTAL;448;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80,ARM7 (little)";"maincpu Motorola MC68000 @20 MHz, soundcpu Zilog Z80 @8.4672 MHz, prot ARM7 (little) @20 MHz";"Speaker,ICS2115 WaveFront Synthesizer";"mono Speaker, ics ICS2115 WaveFront Synthesizer @33.8688 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;GOOD;IMPERFECT;NODUMP;-;"Fighter / 2.5D";Fighter;"Oriental Legend";English;-;YES;YES;NO;YES;YES;YES;YES;NO;NO;NO;NO;NO;YES;"4P sim";-;"https://www.youtube.com/watch?v=fVqStGpczMI";-;0;NO;NO;NO;NO;English;-;-;-;NO;"Oriental Legend 2  / Xiyou Shi E Chuan Qunmoluanwu";
"orleg2";"Oriental Legend 2 (V104, Oversea)";"2007";IGS;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"igs/pgm2.cpp";"Mame 0.140u2";"2010-12-08";"Mame 0.254";"2023-04-27";4;4;4;2;1;RASTER;"0";HORIZONTAL;448;224;59.080000;"joystick (8-way)";"CRT 15kHz";"IGS036";"maincpu IGS036 @100 MHz";"Speaker,Yamaha YMZ774 AMMS2C";"lspeaker Speaker, rspeaker Speaker, ymz774 Yamaha YMZ774 AMMS2C @16.384 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;memcard;"Fighter / 2.5D";Fighter;"Oriental Legend";English;-;YES;YES;NO;YES;NO;NO;YES;YES;NO;NO;NO;NO;YES;"4P sim";-;"https://www.youtube.com/watch?v=pyawaqlkj2k";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"2007";-;NO;"Oriental Legend 2";
olds;"Oriental Legend Super / Xiyou Shi E Chuan Super (ver. 101, Korean Board)";"1998";IGS;YES;pgm;NO;-;-;YES;NO;NO;pgm;NO;YES;NO;YES;igs/pgm.cpp;"Mame 0.87u3";"2004-10-12";"Mame 0.254";"2023-04-27";4;4;4;1;1;RASTER;"0";HORIZONTAL;448;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @20 MHz, soundcpu Zilog Z80 @8.4672 MHz";"Speaker,ICS2115 WaveFront Synthesizer";"mono Speaker, ics ICS2115 WaveFront Synthesizer @33.8688 MHz";PRELIMINARY;GOOD;GOOD;IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;-;"Fighter / 2.5D";Fighter;"Oriental Legend";English;-;YES;YES;NO;YES;YES;YES;YES;NO;NO;NO;NO;NO;YES;"4P sim";-;"https://www.youtube.com/watch?v=YydKamGI2xw";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Oriental Legend Super / Xiyou Shi E Chuan Super";
osman;"Osman (World)";"1996";Mitchell;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"dataeast/simpl156.cpp";"Mame 0.84";"2004-07-02";"Mame 0.254";"2023-04-27";2;3;2;2;1;RASTER;"0";HORIZONTAL;320;240;58.000000;"joystick (8-way)";"CRT 15kHz";ARM;"maincpu ARM @28 MHz";"Speaker,OKI MSM6295 ADPCM";"lspeaker Speaker, rspeaker Speaker, okisfx OKI MSM6295 ADPCM @1 MHz, okimusic OKI MSM6295 ADPCM @1 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Platform / Fighter Scrolling";Platform;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=MycWfByZvD4";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1996";-;NO;Osman;
otenamih;"Otenami Haiken (V2.04J 1999/02/01 18:00:00)";"1999";Success;YES;"coh3002t";NO;-;-;YES;NO;NO;"coh3002t";NO;YES;YES;NO;sony/taitogn.cpp;"Mame 0.131u2";"2009-05-14";"Mame 0.254";"2023-04-27";4;3;4;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8661R,Panasonic MN1020012A,Texas Instruments TMS57002 ""DASP""";"maincpu Sony CXD8661R @100 MHz, taito_zoom:mn10200 Panasonic MN1020012A @12.5 MHz, taito_zoom:tms57002 Texas Instruments TMS57002 ""DASP"" @12.5 MHz";"Speaker,PlayStation SPU,Taito Zoom Sound System,Texas Instruments TMS57002 ""DASP"",ZOOM ZSG-2";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, taito_zoom Taito Zoom Sound System, taito_zoom:tms57002 Texas Instruments TMS57002 ""DASP"" @12.5 MHz, taito_zoom:zsg2 ZOOM ZSG-2 @25 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;harddisk;"Multiplay / Mini-Games";Multiplay;"Otenami Haiken";English;-;YES;YES;YES;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=N7hoK0od_Ws";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Otenami Haiken";
otenamhf;"Otenami Haiken Final (V2.07JC 2005/04/20 15:36)";"2005";"Success / Warashi";YES;"coh3002t";NO;-;-;YES;NO;NO;"coh3002t";NO;YES;YES;NO;sony/taitogn.cpp;"Mame 0.132u5";"2009-07-16";"Mame 0.254";"2023-04-27";4;3;4;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8661R,Panasonic MN1020012A,Texas Instruments TMS57002 ""DASP""";"maincpu Sony CXD8661R @100 MHz, taito_zoom:mn10200 Panasonic MN1020012A @12.5 MHz, taito_zoom:tms57002 Texas Instruments TMS57002 ""DASP"" @12.5 MHz";"Speaker,PlayStation SPU,Taito Zoom Sound System,Texas Instruments TMS57002 ""DASP"",ZOOM ZSG-2";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, taito_zoom Taito Zoom Sound System, taito_zoom:tms57002 Texas Instruments TMS57002 ""DASP"" @12.5 MHz, taito_zoom:zsg2 ZOOM ZSG-2 @25 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;harddisk;"Multiplay / Mini-Games";Multiplay;"Otenami Haiken";English;-;YES;YES;YES;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=AW14AK2e6D4";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Otenami Haiken Final";
otenki;"Otenki Kororin (V2.01J 2001/07/02 10:00)";"2001";Takumi;YES;"coh3002t";NO;-;-;YES;NO;NO;"coh3002t";NO;YES;YES;NO;sony/taitogn.cpp;"Mame 0.130u2";"2009-03-28";"Mame 0.254";"2023-04-27";4;3;4;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8661R,Panasonic MN1020012A,Texas Instruments TMS57002 ""DASP""";"maincpu Sony CXD8661R @100 MHz, taito_zoom:mn10200 Panasonic MN1020012A @12.5 MHz, taito_zoom:tms57002 Texas Instruments TMS57002 ""DASP"" @12.5 MHz";"Speaker,PlayStation SPU,Taito Zoom Sound System,Texas Instruments TMS57002 ""DASP"",ZOOM ZSG-2";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz, taito_zoom Taito Zoom Sound System, taito_zoom:tms57002 Texas Instruments TMS57002 ""DASP"" @12.5 MHz, taito_zoom:zsg2 ZOOM ZSG-2 @25 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;harddisk;"Puzzle / Match";Puzzle;-;English;-;YES;YES;YES;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=GjWenXcd_jg";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Otenki Kororin";
otomedius;"Otomedius (ver GGG:J:A:A:2008041801)";"2007";Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;YES;NO;konami/otomedius.cpp;"Mame 0.185";"2017-04-26";"Mame 0.254";"2023-04-27";0;0;0;0;1;RASTER;"0";HORIZONTAL;640;480;60.000000;-;"CRT 31kHz";"Intel Pentium III";"maincpu Intel Pentium III @100 MHz";-;-;PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Shooter / 3rd Person";Shooter;-;English;-;YES;YES;YES;NO;NO;NO;NO;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Otomedius;
mt_orun;"Out Run (Mega-Tech, SMS based)";"1987";Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO;YES;NO;NO;sega/megatech.cpp;"Mame 0.109u5";"2006-11-02";"Mame 0.254";"2023-04-27";2;3;4;2;2;RASTER;"0";HORIZONTAL;256;224;59.922738;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @7.670453 MHz, genesis_snd_z80 Zilog Z80 @3.579545 MHz, mtbios Zilog Z80 @3.57954 MHz";"Sega 315-5313 Megadrive VDP,Sega VDP PSG,Speaker,YM2612 OPN2,Sega 315-5246 SMS2 VDP";"gen_vdp Sega 315-5313 Megadrive VDP @53.693175 MHz, gen_vdp:snsnd Sega VDP PSG @3.579545 MHz, lspeaker Speaker, rspeaker Speaker, ymsnd YM2612 OPN2 @7.670453 MHz, vdp1 Sega 315-5246 SMS2 VDP @10.73862 MHz, vdp1:snsnd Sega VDP PSG @3.57954 MHz";PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;cartridge;"Driving / Race (chase view)";Driving;"Out Run";English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=01yvpb-opek";"https://www.youtube.com/watch?v=9VKRbdO92Mc";0;NO;NO;NO;NO;English;-;-;-;NO;"Out Run";
outrun;"Out Run (sitdown/upright, Rev B)";"1986";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;sega/segaorun.cpp;"Mame 0.36b2";"1999-08-08";"Mame 0.254";"2023-04-27";1;1;2;2;1;RASTER;"0";HORIZONTAL;320;224;60.054389;"paddle,pedal";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @10 MHz, subcpu Motorola MC68000 @10 MHz, soundcpu Zilog Z80 @4 MHz";"Speaker,YM2151 OPM,Sega PCM";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @4 MHz, pcm Sega PCM @4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Driving / Race (chase view)";Driving;"Out Run";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";https://archive.org/details/arcade_outrun;"https://www.youtube.com/watch?v=7Ehhm5bIU_o";-;90;NO;NO;NO;YES;English;"90 to 100 (Best Games)";"1986";"29486;29025;30093;29494";NO;"Out Run";
outzone;"Out Zone";"1990";Toaplan;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"toaplan/toaplan1.cpp";"Mame 0.35b13";"1999-05-24";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"270";VERTICAL;320;240;55.161545;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @10 MHz, audiocpu Zilog Z80 @3.5 MHz";"Speaker,YM3812 OPL2";"mono Speaker, ymsnd YM3812 OPL2 @3.5 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Walking";Shooter;"Out Zone";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=ggv0UNTZKXM";-;0;NO;NO;NO;YES;English;"70 to 80 (Good)";"1990";-;NO;"Out Zone";
"outr2";"OutRun 2 (Rev A) (GDX-0004A)";"2003";Sega;YES;chihiro;NO;-;-;YES;NO;NO;chihiro;NO;YES;YES;YES;sega/chihiro.cpp;"Mame 0.138u3";"2010-07-06";"Mame 0.254";"2023-04-27";2;6;2;0;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Intel Pentium III,AM9517A,Toshiba TMP90PH44,Hitachi SH-4 (little),Microchip PIC16C622";"maincpu Intel Pentium III @733.333333 MHz, pci:01.0:dma8237_2 AM9517A @4.772727 MHz, pci:01.0:dma8237_1 AM9517A @4.772727 MHz, 837_13551:iomcu Toshiba TMP90PH44 @10 MHz, rom_board:dimmcpu Hitachi SH-4 (little) @200 MHz, rom_board:pic Microchip PIC16C622 @20 MHz";CD/DA;"rom_board:pci:01.0:ide:0:gdrom:cdda CD/DA @0.441 MHz";PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;cdrom;"Driving / Race (chase view)";Driving;"Out Run";English;-;YES;YES;YES;NO;YES;YES;YES;YES;YES;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;YES;English;-;-;-;NO;"OutRun 2";
"outr2st";"OutRun 2 Special Tours (Rev A) (GDX-0014A)";"2004";Sega;YES;chihiro;NO;-;-;YES;NO;NO;chihiro;NO;YES;YES;NO;sega/chihiro.cpp;"Mame 0.140u2";"2010-12-08";"Mame 0.254";"2023-04-27";2;6;2;0;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Intel Pentium III,AM9517A,Toshiba TMP90PH44,Hitachi SH-4 (little),Microchip PIC16C622";"maincpu Intel Pentium III @733.333333 MHz, pci:01.0:dma8237_2 AM9517A @4.772727 MHz, pci:01.0:dma8237_1 AM9517A @4.772727 MHz, 837_13551:iomcu Toshiba TMP90PH44 @10 MHz, rom_board:dimmcpu Hitachi SH-4 (little) @200 MHz, rom_board:pic Microchip PIC16C622 @20 MHz";CD/DA;"rom_board:pci:01.0:ide:0:gdrom:cdda CD/DA @0.441 MHz";PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;cdrom;"Driving / Race (chase view)";Driving;"Out Run";English;-;YES;YES;YES;NO;YES;YES;YES;YES;YES;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"OutRun 2 Special Tours";
orunners;"OutRunners (World)";"1992";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"sega/segas32.cpp";"Mame 0.67";"2003-04-06";"Mame 0.254";"2023-04-27";2;5;2;2;2;RASTER;"0";HORIZONTAL;416;224;60.000000;"paddle,pedal";"CRT 15kHz";"NEC V70,Zilog Z80";"mainpcb:maincpu NEC V70 @20 MHz, mainpcb:soundcpu Zilog Z80 @8.53975 MHz";"Speaker,YM3438 OPN2C,Yamaha YMW-258-F";"mainpcb:lspeaker Speaker, mainpcb:rspeaker Speaker, mainpcb:ymsnd YM3438 OPN2C @8.53975 MHz, mainpcb:sega Yamaha YMW-258-F @10 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;-;"Driving / Race (chase view)";Driving;"Out Run";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=gJi2wINIhH0";"https://www.youtube.com/watch?v=kn_2ML3-hi8";80;NO;NO;NO;NO;English;"90 to 100 (Best Games)";"1992";-;NO;OutRunners;
otrigger;OutTrigger;"1999";Sega;YES;naomi;NO;-;-;YES;NO;NO;naomi;NO;YES;NO;NO;sega/naomi.cpp;"Mame 0.114u1";"2007-04-12";"Mame 0.254";"2023-04-27";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;61.702586;"joystick (8-way)";"CRT 31kHz";"Hitachi SH-4 (little),ARM7 (little),Zilog Z80,Toshiba TMP90PH44,Motorola MC68000";"maincpu Hitachi SH-4 (little) @200 MHz, soundcpu ARM7 (little) @2.8224 MHz, mie_maple:mie Zilog Z80 @16 MHz, 837_13551:iomcu Toshiba TMP90PH44 @10 MHz, comm_board:m3commcpu Motorola MC68000 @10 MHz";"Speaker,Yamaha AICA";"lspeaker Speaker, rspeaker Speaker, aica Yamaha AICA @22.5792 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;BADDUMP;-;"Shooter / 1st Person";Shooter;-;"English, Japanese, Korean";-;YES;YES;NO;YES;YES;YES;YES;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;Korean;-;-;-;NO;OutTrigger;
overdriv;"Over Drive (set 1)";"1990";Konami;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;konami/overdriv.cpp;"Mame 0.37b13 (0.49)";"2001-03-10";"Mame 0.254";"2023-04-27";1;3;2;2;1;RASTER;"90";VERTICAL;305;224;59.185606;paddle;"CRT 15kHz";"Motorola MC68000,Motorola MC6809E";"maincpu Motorola MC68000 @12 MHz, sub Motorola MC68000 @12 MHz, audiocpu Motorola MC6809E @3.579545 MHz";"Speaker,YM2151 OPM,K053260 KDSC";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @3.579545 MHz, k053260_1 K053260 KDSC @3.579545 MHz, k053260_2 K053260 KDSC @3.579545 MHz";PRELIMINARY;PRELIMINARY;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Driving / 1st Person";Driving;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Over Drive";
overrev;"Over Rev (Model 2C, Revision A)";"1997";Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"sega/model2.cpp";"Mame 0.105u2";"2006-04-19";"Mame 0.254";"2023-04-27";1;4;2;2;1;RASTER;"0";HORIZONTAL;496;384;57.524160;"paddle,pedal";"CRT 25kHz";"Intel i960KB,Fujitsu MB86235 ""TGPx4"",Motorola MC68000";"maincpu Intel i960KB @25 MHz, copro_tgpx4 Fujitsu MB86235 ""TGPx4"" @40 MHz, audiocpu Motorola MC68000 @11.2896 MHz";"Speaker,Yamaha YMF292-F SCSP";"lspeaker Speaker, rspeaker Speaker, scsp Yamaha YMF292-F SCSP @22.5792 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;-;"Driving / Race (chase view)";Driving;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;???;-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Over Rev";
overtop;"Over Top";"1996";ADK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO;YES;NO;YES;neogeo/neogeo.cpp;"Mame 0.34b5";"1998-10-16";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;320;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @12 MHz, audiocpu Zilog Z80 @4 MHz";"YM2610 OPNB,Speaker";"ymsnd YM2610 OPNB @8 MHz, lspeaker Speaker, rspeaker Speaker";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"memcard,cartridge";"Driving / Race";Driving;-;English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=BKA0FVzyHSY";-;0;NO;NO;NO;YES;English;"90 to 100 (Best Games)";"1996";"29049;29050";YES;"Over Top";
ozmawars;"Ozma Wars (set 1)";"1979";SNK;YES;-;NO;-;ozmawars;YES;NO;NO;-;NO;YES;NO;YES;"midw8080/8080bw.cpp";"Mame 0.34b6";"1998-10-28";"Mame 0.254";"2023-04-27";2;1;1;1;1;RASTER;"270";VERTICAL;260;224;59.541985;"joystick (2-way)";"CRT 15kHz";"Intel 8080";"maincpu Intel 8080 @1.9968 MHz";"Speaker,Samples";"mono Speaker, samples Samples";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;BADDUMP;-;"Shooter / Gallery";Shooter;-;English;"Black & White";YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=pDkG-TOvy3c";-;0;NO;NO;NO;NO;"Black & White";"30 to 40 (Amendable)";-;-;NO;"Ozma Wars";
